id,Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am
20007,2015-10-23,NorahHead,14.5,19.8,18.4,,,SSW,67.0,S,S,22.0
18121,2010-04-02,NorahHead,16.5,22.3,0.0,,,S,46.0,WSW,S,7.0
7755,2014-03-27,Cobar,17.6,26.9,4.2,3.2,,NE,39.0,NNE,E,11.0
24780,2012-06-07,Penrith,8.1,17.2,0.2,,,SW,24.0,SSW,S,11.0
15151,2010-01-22,Newcastle,21.6,39.0,0.0,,,,,SE,NE,2.0
22840,2015-05-02,NorfolkIsland,18.3,21.4,0.2,5.2,1.2,E,54.0,E,ENE,28.0
12943,2012-01-01,Moree,16.9,31.3,0.0,9.2,13.3,NE,33.0,NNE,SSE,17.0
9538,2010-09-05,CoffsHarbour,18.3,27.9,13.8,1.2,10.3,N,50.0,NNW,NNW,26.0
12158,2009-10-06,Moree,7.3,26.4,0.0,8.0,11.9,SW,35.0,E,WSW,7.0
8743,2016-12-21,Cobar,19.0,33.0,0.6,13.0,,SW,35.0,SSE,S,15.0
23608,2008-12-28,Penrith,17.2,34.9,1.8,,,NE,35.0,E,NNE,7.0
20529,2017-03-29,NorahHead,21.7,27.4,0.0,,,NE,41.0,N,NE,6.0
18623,2011-10-02,NorahHead,11.2,16.0,12.0,,,SSE,89.0,SE,S,52.0
19389,2014-01-24,NorahHead,20.7,24.6,0.2,,,N,48.0,N,N,22.0
24172,2010-08-09,Penrith,3.2,18.7,0.0,,,NE,20.0,WNW,N,6.0
8058,2015-01-24,Cobar,24.2,36.3,0.0,9.6,,NW,50.0,N,WSW,19.0
14518,2016-11-22,Moree,17.3,34.3,0.0,,,ENE,35.0,NNE,ESE,19.0
922,2011-07-20,Albury,0.3,16.7,0.2,,,SE,33.0,SE,SE,2.0
87,2009-02-27,Albury,15.4,32.6,0.0,,,W,24.0,,S,0.0
15011,2009-09-04,Newcastle,13.6,23.8,8.0,,,,,N,N,4.0
4307,2012-10-02,BadgerysCreek,8.0,22.8,0.0,,,E,24.0,W,E,7.0
15606,2011-06-02,Newcastle,13.2,20.2,4.0,,,,,,SW,0.0
15918,2012-04-25,Newcastle,10.2,19.3,0.4,,,,,NW,NW,19.0
10429,2013-05-15,CoffsHarbour,10.7,19.9,0.4,1.2,7.5,W,20.0,WSW,ENE,15.0
20613,2017-06-21,NorahHead,10.7,18.2,1.6,,,S,44.0,W,WSW,9.0
19891,2015-06-13,NorahHead,13.2,20.4,0.0,,,N,28.0,NW,NNE,6.0
503,2010-04-26,Albury,5.1,17.9,0.0,,,SSE,15.0,E,S,4.0
24127,2010-06-23,Penrith,10.0,15.1,1.0,,,SSW,24.0,SSE,SSW,11.0
16374,2013-10-10,Newcastle,13.8,34.4,0.0,,,,,NW,NW,9.0
3703,2011-01-01,BadgerysCreek,16.8,37.4,0.0,,,E,28.0,N,ENE,2.0
5089,2015-02-03,BadgerysCreek,14.9,25.9,0.2,,,ESE,26.0,S,ESE,13.0
12210,2009-11-27,Moree,24.7,36.6,0.0,14.4,11.7,NW,43.0,NNW,NW,28.0
12023,2009-05-24,Moree,11.1,23.7,0.0,4.2,9.8,E,37.0,E,ENE,11.0
12220,2009-12-07,Moree,19.7,41.2,0.0,11.4,13.1,NNE,43.0,NNE,NNW,28.0
24448,2011-07-08,Penrith,0.6,18.1,0.0,,,WNW,24.0,SSE,NW,4.0
124,2009-04-05,Albury,7.8,21.7,0.0,,,WSW,31.0,E,NW,6.0
13084,2012-05-27,Moree,4.2,17.6,0.0,3.4,9.9,SW,43.0,,SW,0.0
9123,2009-07-17,CoffsHarbour,7.5,18.2,0.0,1.2,9.0,SW,56.0,SW,SSW,28.0
12319,2010-03-16,Moree,15.3,31.8,0.0,8.6,11.6,S,35.0,E,S,19.0
17542,2017-01-20,Newcastle,19.8,29.0,0.0,,,,,NNW,,9.0
20213,2016-05-17,NorahHead,16.1,27.1,0.0,,,NW,20.0,WNW,ENE,11.0
8599,2016-07-21,Cobar,11.7,22.1,6.4,0.6,,E,22.0,ENE,WNW,7.0
19181,2013-06-12,NorahHead,13.1,16.5,0.0,,,NNE,41.0,WSW,WNW,6.0
5554,2016-05-19,BadgerysCreek,4.9,23.1,0.0,,,WSW,35.0,N,WSW,4.0
1613,2013-08-17,Albury,6.4,14.4,3.8,,,N,44.0,WSW,NW,9.0
1166,2012-03-25,Albury,6.2,21.0,0.0,,,SSW,24.0,SSE,WNW,2.0
12273,2010-01-29,Moree,22.2,32.9,1.4,13.4,2.8,,,,,
2458,2015-12-16,Albury,15.5,34.3,0.0,,,SE,30.0,SE,SSE,22.0
14821,2009-02-26,Newcastle,21.4,24.8,0.0,,,,,SE,SE,7.0
9840,2011-08-03,CoffsHarbour,8.5,21.3,0.0,2.0,10.2,NE,37.0,NNW,NE,9.0
15615,2011-06-11,Newcastle,10.1,17.0,4.0,,,,,SE,S,4.0
5236,2015-06-30,BadgerysCreek,3.4,17.5,0.2,,,NNE,15.0,,N,0.0
9120,2009-07-14,CoffsHarbour,10.1,17.5,0.0,2.2,9.1,WNW,35.0,SSW,E,15.0
8944,2009-01-18,CoffsHarbour,14.8,23.1,7.2,1.6,2.8,SW,28.0,SW,SE,17.0
7003,2012-01-04,Cobar,23.9,37.9,0.0,15.6,,W,37.0,NW,SSW,13.0
5589,2016-06-23,BadgerysCreek,5.8,18.2,0.0,,,WNW,35.0,NNE,WNW,7.0
23946,2009-12-06,Penrith,17.4,31.4,0.0,,,E,37.0,SW,NE,6.0
1204,2012-05-02,Albury,7.6,16.3,0.0,,,W,30.0,NE,WNW,17.0
8023,2014-12-20,Cobar,15.5,32.6,0.0,13.8,,SE,33.0,ESE,SE,15.0
14523,2016-11-27,Moree,14.3,33.9,0.0,,,NE,35.0,NNE,NW,19.0
11492,2016-06-03,CoffsHarbour,11.7,21.2,0.2,,,N,41.0,SSW,E,13.0
22118,2013-05-10,NorfolkIsland,15.8,21.1,0.0,3.0,6.3,SSE,39.0,SSW,SW,13.0
4580,2013-09-01,BadgerysCreek,5.0,23.4,0.0,,,ENE,24.0,SW,N,4.0
15374,2010-09-02,Newcastle,14.4,27.5,2.0,,,,,,,0.0
22245,2013-09-14,NorfolkIsland,14.4,18.2,3.6,4.2,9.0,SW,41.0,SSW,S,17.0
11340,2016-01-03,CoffsHarbour,19.8,22.0,0.0,,,SW,30.0,SW,WSW,17.0
3082,2009-03-13,BadgerysCreek,16.4,27.2,0.0,,,WNW,24.0,SW,WSW,7.0
12165,2009-10-13,Moree,15.4,28.2,0.2,9.8,10.6,NW,57.0,WSW,W,20.0
24915,2012-10-21,Penrith,12.9,28.6,0.0,,,NW,52.0,S,WSW,2.0
3271,2009-09-20,BadgerysCreek,7.2,28.7,0.0,,,WSW,69.0,ENE,SSW,6.0
24488,2011-08-17,Penrith,6.7,12.7,0.0,,,N,9.0,,NNE,0.0
17002,2015-07-14,Newcastle,7.8,16.7,2.6,,,,,NW,NW,28.0
18280,2010-09-19,NorahHead,12.5,18.8,0.0,,,SSE,30.0,SW,SE,6.0
1123,2012-02-11,Albury,11.5,27.8,0.0,,,S,35.0,SSE,WNW,9.0
10165,2012-06-24,CoffsHarbour,3.3,17.2,0.0,2.2,,SE,19.0,W,SE,7.0
24575,2011-11-14,Penrith,16.6,38.7,0.0,,,W,59.0,SE,NW,2.0
129,2009-04-10,Albury,11.6,26.7,0.0,,,W,48.0,SE,NE,6.0
8753,2016-12-31,Cobar,24.0,37.0,2.6,,,NNW,41.0,NNE,SSE,9.0
11884,2009-01-05,Moree,19.2,34.5,0.0,12.6,13.4,SE,35.0,ENE,S,19.0
14122,2015-09-29,Moree,8.1,28.2,0.0,7.4,11.2,WSW,39.0,NNE,WSW,19.0
5948,2009-01-10,Cobar,19.0,35.5,0.0,12.0,12.3,ENE,48.0,ENE,WSW,30.0
16315,2013-08-12,Newcastle,9.4,27.0,0.0,,,,,,NW,0.0
17057,2015-09-07,Newcastle,9.2,24.0,0.0,,,,,NW,,19.0
2503,2016-01-30,Albury,10.0,28.1,0.0,,,W,52.0,SSE,SSW,11.0
21045,2010-03-04,NorfolkIsland,19.7,25.0,0.0,6.8,5.9,SE,43.0,SSE,SE,20.0
13780,2014-07-23,Moree,5.3,20.8,0.0,2.8,8.3,E,28.0,E,NNE,19.0
2596,2016-05-02,Albury,3.8,16.9,0.0,,,N,26.0,SE,NNW,7.0
2934,2017-04-10,Albury,7.8,17.4,10.8,,,NW,39.0,W,SSE,19.0
22523,2014-06-19,NorfolkIsland,13.6,18.7,1.2,2.0,8.2,SW,52.0,S,SW,30.0
2499,2016-01-26,Albury,18.7,34.2,0.0,,,SE,31.0,SE,SSE,19.0
2425,2015-11-13,Albury,15.9,27.5,4.8,,,SW,35.0,SSE,SW,7.0
17951,2009-09-22,NorahHead,13.2,29.5,,,,NNW,70.0,,NNW,
17292,2016-05-11,Newcastle,12.8,20.8,0.0,,,,,NW,,37.0
8941,2009-01-15,CoffsHarbour,19.1,32.2,0.0,7.6,13.2,NNE,61.0,NNW,NNE,31.0
19418,2014-02-22,NorahHead,20.0,25.6,0.0,,,SSE,37.0,S,SSE,20.0
389,2009-12-27,Albury,17.6,27.3,0.0,,,ENE,24.0,S,NE,11.0
23718,2009-04-18,Penrith,13.3,24.1,0.0,,,S,50.0,SSW,SSE,19.0
23254,2016-06-20,NorfolkIsland,17.4,20.9,0.2,10.8,,NNE,50.0,ENE,NNE,31.0
16525,2014-03-10,Newcastle,18.5,28.0,0.0,,,,,N,NE,4.0
8439,2016-02-11,Cobar,23.5,38.0,0.0,12.0,,W,44.0,NNW,NNW,13.0
1217,2012-05-15,Albury,0.4,17.5,0.0,,,WSW,17.0,N,NW,2.0
19576,2014-07-31,NorahHead,11.6,23.5,0.0,,,N,48.0,N,NW,35.0
14767,2009-01-03,Newcastle,16.4,22.6,0.8,,,,,SE,NE,4.0
9611,2010-11-17,CoffsHarbour,17.4,20.6,50.2,5.8,0.3,SW,39.0,SW,SW,17.0
11979,2009-04-10,Moree,14.8,28.1,0.0,6.2,6.0,NE,41.0,NE,NNE,24.0
13605,2014-01-07,Moree,13.0,36.3,0.0,18.8,13.4,ENE,54.0,ENE,NNW,15.0
5820,2017-02-27,BadgerysCreek,16.5,27.2,2.0,,,SE,39.0,SSW,SE,7.0
4109,2012-03-16,BadgerysCreek,19.3,29.6,0.0,,,NW,78.0,,NNE,0.0
2053,2014-11-06,Albury,7.8,25.8,0.0,,,WNW,30.0,SE,W,9.0
954,2011-08-21,Albury,2.1,18.0,0.0,,,SW,20.0,ESE,SW,6.0
12351,2010-04-17,Moree,11.7,29.0,0.0,6.6,9.3,E,31.0,ESE,E,19.0
10401,2013-04-17,CoffsHarbour,14.7,22.8,7.6,0.4,6.8,SW,26.0,SW,ESE,17.0
6482,2010-06-29,Cobar,0.0,12.7,0.0,1.4,10.6,N,24.0,NE,NNE,7.0
7618,2013-11-10,Cobar,10.7,23.5,0.0,9.2,,S,59.0,S,WSW,15.0
21859,2012-06-26,NorfolkIsland,11.9,18.7,0.0,3.0,9.7,WSW,20.0,,W,0.0
19179,2013-06-10,NorahHead,12.3,21.7,0.2,,,SW,19.0,WNW,NW,6.0
9869,2011-09-01,CoffsHarbour,10.6,21.1,0.0,2.0,,WSW,26.0,SE,ENE,9.0
5268,2015-08-01,BadgerysCreek,1.9,21.5,0.0,,,NNW,31.0,SSE,NW,4.0
7084,2012-03-25,Cobar,10.3,24.0,0.0,4.8,,SSE,31.0,SSE,S,7.0
12156,2009-10-04,Moree,7.5,26.2,0.0,8.0,10.7,NNW,35.0,,WNW,0.0
5911,2017-05-29,BadgerysCreek,6.9,17.3,0.2,,,WSW,37.0,WSW,SW,15.0
2829,2016-12-21,Albury,9.7,28.3,1.2,,,ESE,44.0,NW,WSW,6.0
1273,2012-07-10,Albury,5.2,11.9,2.4,,,ENE,44.0,SSE,NE,7.0
7465,2013-06-10,Cobar,9.2,18.4,18.2,1.6,,SW,31.0,E,SE,7.0
19507,2014-05-22,NorahHead,14.7,24.7,0.0,,,W,19.0,NW,NNW,7.0
1699,2013-11-12,Albury,12.1,18.6,4.4,,,W,46.0,SSE,W,11.0
9001,2009-03-16,CoffsHarbour,19.5,24.9,0.8,4.2,2.8,NNW,31.0,WSW,NNW,13.0
24683,2012-03-01,Penrith,19.1,30.0,27.8,,,S,44.0,NNE,NNE,7.0
22047,2013-01-31,NorfolkIsland,20.6,24.9,0.0,7.4,8.0,ESE,50.0,ESE,SE,26.0
16833,2015-01-20,Newcastle,17.4,26.2,38.4,,,,,,NE,0.0
11399,2016-03-02,CoffsHarbour,20.0,28.1,0.4,,,NE,33.0,WSW,NE,15.0
14339,2016-05-27,Moree,12.9,17.1,12.0,2.4,,WSW,35.0,SW,WSW,19.0
7242,2012-08-30,Cobar,7.1,17.4,0.0,6.2,,SW,37.0,SSW,SW,19.0
7581,2013-10-04,Cobar,5.5,23.3,0.0,7.0,,E,22.0,ESE,E,13.0
7293,2012-10-20,Cobar,17.1,32.8,0.0,10.6,,WSW,39.0,S,SW,15.0
15259,2010-05-10,Newcastle,13.2,25.5,0.0,,,,,,,
11135,2015-06-10,CoffsHarbour,7.5,21.3,0.0,,,SW,39.0,SW,S,17.0
13148,2012-07-30,Moree,1.8,16.6,0.0,2.6,10.1,SW,39.0,SSW,SSW,13.0
8417,2016-01-20,Cobar,25.6,40.5,0.0,14.6,,NW,54.0,N,NNW,22.0
12264,2010-01-20,Moree,11.5,32.3,0.0,10.4,13.4,SW,35.0,NNE,WSW,7.0
17171,2016-01-03,Newcastle,18.4,24.2,1.0,,,,,ESE,,19.0
24352,2011-03-03,Penrith,14.6,31.3,0.0,,,WSW,35.0,NE,NW,6.0
20658,2009-02-10,NorfolkIsland,22.2,26.3,20.6,3.4,10.6,NNW,33.0,NNW,WNW,15.0
12466,2010-08-10,Moree,14.1,16.8,3.0,4.2,0.0,NE,56.0,NE,NNE,37.0
11907,2009-01-28,Moree,20.3,33.7,0.0,10.2,13.1,NE,41.0,ENE,ESE,13.0
16192,2013-03-30,Newcastle,12.5,24.5,0.0,,,,,,SW,0.0
12724,2011-05-25,Moree,7.8,14.3,1.6,1.4,5.7,WSW,43.0,SW,SW,20.0
8157,2015-05-03,Cobar,11.6,24.8,0.0,4.0,,S,37.0,S,SSW,11.0
2615,2016-05-21,Albury,4.7,17.9,0.0,,,SE,13.0,,ESE,0.0
20240,2016-06-13,NorahHead,10.3,18.3,1.2,,,W,24.0,WSW,ESE,11.0
22880,2015-06-11,NorfolkIsland,15.2,20.2,0.0,1.8,4.0,ESE,33.0,SE,ESE,15.0
16098,2012-10-27,Newcastle,13.2,23.2,0.0,,,,,SW,SW,4.0
5819,2017-02-26,BadgerysCreek,17.2,24.7,32.6,,,ESE,28.0,SSW,S,9.0
8227,2015-07-12,Cobar,4.5,10.4,6.2,4.4,,W,65.0,W,W,24.0
9277,2009-12-18,CoffsHarbour,21.6,30.6,0.0,8.0,7.9,N,46.0,NNW,SSW,20.0
13047,2012-04-18,Moree,12.8,25.7,0.0,3.2,9.1,E,24.0,E,ESE,11.0
14616,2017-02-28,Moree,17.0,30.5,0.0,,,ESE,46.0,ESE,ESE,13.0
16661,2014-07-31,Newcastle,13.2,24.5,0.0,,,,,N,NW,19.0
12856,2011-10-05,Moree,9.2,18.2,0.0,5.6,0.3,NE,35.0,NE,NE,28.0
3919,2011-09-05,BadgerysCreek,9.3,24.2,0.0,,,ENE,22.0,S,E,2.0
16697,2014-09-05,Newcastle,10.0,18.0,4.4,,,,,SW,SW,4.0
14381,2016-07-08,Moree,8.8,17.8,0.0,,,SW,28.0,WSW,WSW,9.0
7570,2013-09-23,Cobar,17.7,32.2,0.0,25.2,,NW,48.0,NNW,N,22.0
4664,2013-11-25,BadgerysCreek,14.7,23.7,0.0,,,S,52.0,ENE,S,2.0
18481,2011-05-11,NorahHead,9.2,16.3,0.0,,,WNW,37.0,NW,WNW,11.0
1651,2013-09-24,Albury,14.2,22.3,0.0,,,WNW,39.0,SSW,WNW,4.0
16555,2014-04-16,Newcastle,15.0,23.2,21.8,,,,,SW,S,4.0
9820,2011-07-14,CoffsHarbour,9.3,16.1,1.4,0.2,2.4,SSW,31.0,WSW,SSW,17.0
24027,2010-03-08,Penrith,20.7,31.6,0.0,,,N,44.0,NNE,N,9.0
23213,2016-05-10,NorfolkIsland,19.0,22.4,2.4,1.4,,WSW,33.0,WSW,W,15.0
9067,2009-05-22,CoffsHarbour,15.7,20.2,76.0,,0.0,ESE,87.0,ESE,E,46.0
23507,2017-04-11,NorfolkIsland,22.3,25.1,0.0,,,ENE,83.0,NE,ENE,26.0
3565,2010-08-11,BadgerysCreek,6.9,16.5,6.2,,,NW,67.0,NNW,NW,11.0
17428,2016-09-24,Newcastle,11.3,23.0,0.0,,,,,NW,,9.0
19669,2014-11-02,NorahHead,14.2,21.5,1.2,,,SE,43.0,WSW,SSE,13.0
4004,2011-12-01,BadgerysCreek,13.4,21.4,2.0,,,S,39.0,S,ESE,19.0
1041,2011-11-21,Albury,8.1,23.5,0.0,,,W,33.0,ENE,WSW,4.0
14624,2017-03-08,Moree,17.2,30.5,0.0,,,WSW,41.0,ESE,NNW,24.0
7381,2013-03-18,Cobar,11.0,27.2,0.0,8.4,,NE,26.0,SE,E,15.0
20427,2016-12-17,NorahHead,18.7,32.2,1.2,,,SSW,72.0,N,E,22.0
13276,2013-01-09,Moree,23.9,40.5,0.0,14.0,11.5,WSW,54.0,N,SW,33.0
2577,2016-04-13,Albury,8.9,27.2,0.0,,,N,24.0,,ENE,0.0
9355,2010-03-06,CoffsHarbour,21.6,27.3,13.4,4.8,3.5,N,37.0,N,NE,20.0
4078,2012-02-14,BadgerysCreek,16.2,26.3,5.2,,,E,31.0,SSE,E,9.0
3115,2009-04-15,BadgerysCreek,11.3,28.3,0.4,,,NW,46.0,N,WNW,2.0
18251,2010-08-20,NorahHead,10.9,19.3,,,,WNW,35.0,WNW,W,7.0
19696,2014-11-29,NorahHead,19.3,27.7,0.0,,,NNE,46.0,NNE,NE,13.0
15384,2010-09-12,Newcastle,6.2,22.0,0.0,,,,,,,
2581,2016-04-17,Albury,11.7,25.4,0.0,,,NE,30.0,,SE,0.0
6812,2011-06-24,Cobar,3.3,16.9,0.0,2.4,,ESE,24.0,SE,SSE,2.0
1683,2013-10-27,Albury,5.3,21.3,0.0,,,NNW,22.0,SSE,WSW,6.0
11487,2016-05-29,CoffsHarbour,2.7,19.6,0.0,,,SE,24.0,WNW,ESE,6.0
20202,2016-05-06,NorahHead,14.1,25.3,0.0,,,W,17.0,WNW,NE,7.0
9431,2010-05-21,CoffsHarbour,11.6,21.3,0.0,1.8,4.4,N,35.0,WSW,W,6.0
8215,2015-06-30,Cobar,6.1,16.3,0.0,,,SW,20.0,SE,SSW,9.0
11080,2015-04-16,CoffsHarbour,16.1,27.7,0.0,,,NNE,39.0,NNE,NNE,7.0
8346,2015-11-08,Cobar,12.9,29.1,0.0,8.8,,S,39.0,SSE,SSW,13.0
6849,2011-07-31,Cobar,9.1,23.0,0.6,4.2,,NNE,31.0,NNE,NNW,17.0
3847,2011-06-24,BadgerysCreek,0.8,17.7,0.0,,,W,22.0,NNE,SW,2.0
9812,2011-07-06,CoffsHarbour,3.3,17.0,0.0,3.2,9.6,WNW,33.0,NNW,ENE,9.0
273,2009-09-01,Albury,5.1,14.2,3.0,,,WNW,24.0,WNW,W,7.0
4372,2013-01-06,BadgerysCreek,17.7,33.8,0.0,,,E,35.0,WSW,SE,6.0
56,2009-01-27,Albury,18.5,38.2,0.0,,,NNE,31.0,SE,NNW,9.0
24475,2011-08-04,Penrith,5.8,25.9,0.0,,,NE,30.0,,NNW,0.0
10917,2014-09-27,CoffsHarbour,11.0,22.0,0.0,,,,,,,
8277,2015-08-31,Cobar,2.5,16.3,0.0,3.2,,SSW,30.0,SSW,SW,9.0
9816,2011-07-10,CoffsHarbour,0.8,17.5,0.0,1.6,9.5,N,20.0,WSW,NE,9.0
14533,2016-12-07,Moree,21.9,30.8,1.4,,,WSW,30.0,WSW,W,13.0
11975,2009-04-06,Moree,14.3,30.1,0.0,6.8,11.1,WSW,30.0,NE,SW,6.0
24989,2013-03-03,Penrith,16.7,23.9,3.4,,,SE,35.0,SSW,ESE,11.0
1515,2013-05-11,Albury,5.7,23.4,0.0,,,SE,24.0,,SSE,0.0
21204,2010-08-10,NorfolkIsland,13.2,17.8,0.4,3.4,10.1,S,31.0,S,SSE,15.0
4226,2012-07-11,BadgerysCreek,6.7,19.6,8.0,,,WNW,31.0,NNE,NW,9.0
16309,2013-08-06,Newcastle,8.4,22.8,0.2,,,,,NE,NW,19.0
10408,2013-04-24,CoffsHarbour,12.1,23.7,0.0,3.0,10.4,NE,24.0,SSW,ENE,2.0
9068,2009-05-23,CoffsHarbour,17.1,20.5,19.6,4.8,0.0,E,69.0,ESE,ESE,39.0
9331,2010-02-10,CoffsHarbour,18.7,27.4,2.8,4.4,11.5,S,26.0,SW,SE,11.0
14801,2009-02-06,Newcastle,21.4,35.0,0.0,,,,,,SE,0.0
640,2010-09-11,Albury,2.6,15.9,3.2,,,WNW,35.0,S,WNW,7.0
11033,2015-02-28,CoffsHarbour,19.3,28.6,6.4,,,NE,41.0,NW,NE,7.0
6127,2009-07-08,Cobar,5.3,16.6,0.0,2.0,9.6,NE,31.0,E,ENE,13.0
14970,2009-07-25,Newcastle,4.4,18.8,0.0,,,,,N,,4.0
1666,2013-10-09,Albury,5.6,24.3,0.0,,,NNE,28.0,SE,N,9.0
20312,2016-08-24,NorahHead,12.8,15.3,9.6,,,ESE,43.0,SE,S,31.0
12238,2009-12-25,Moree,22.9,35.6,0.0,13.6,5.0,NE,56.0,NNE,NNE,31.0
9116,2009-07-10,CoffsHarbour,10.9,17.5,13.6,3.8,5.3,SSW,46.0,SW,SSW,28.0
12344,2010-04-10,Moree,18.2,30.5,0.0,5.0,9.0,WSW,41.0,N,WSW,9.0
13201,2012-09-22,Moree,7.0,26.9,0.0,2.8,11.5,S,31.0,SSW,SW,9.0
7906,2014-08-25,Cobar,5.7,18.1,0.0,3.8,,,,,,
15082,2009-11-14,Newcastle,12.0,27.0,0.0,,,,,N,NE,4.0
12406,2010-06-11,Moree,1.3,14.0,0.0,2.6,7.3,SW,33.0,SW,SW,9.0
15857,2012-02-13,Newcastle,18.2,25.8,0.0,,,,,,,0.0
464,2010-03-18,Albury,15.1,30.4,0.0,,,SSE,48.0,SE,W,2.0
5040,2014-12-15,BadgerysCreek,13.8,29.8,0.0,,,E,28.0,NW,E,2.0
6796,2011-06-08,Cobar,2.7,11.4,0.0,2.8,,SW,33.0,SSW,SW,11.0
23489,2017-03-22,NorfolkIsland,19.0,24.0,0.0,6.2,,SSE,30.0,ESE,SE,13.0
16329,2013-08-26,Newcastle,7.6,22.2,0.0,,,,,NW,,4.0
596,2010-07-28,Albury,2.1,12.6,0.0,,,ESE,15.0,N,ESE,4.0
6365,2010-03-04,Cobar,18.4,22.5,2.6,7.0,1.8,NE,43.0,ENE,ENE,20.0
6473,2010-06-20,Cobar,9.5,17.0,0.0,1.8,0.2,SSW,28.0,SW,SW,6.0
19378,2014-01-13,NorahHead,20.3,26.4,0.0,,,E,35.0,SE,ENE,13.0
20023,2015-11-08,NorahHead,15.7,20.3,5.6,,,S,54.0,WSW,S,13.0
22067,2013-03-20,NorfolkIsland,19.1,23.7,0.0,6.6,2.9,E,39.0,ESE,ESE,17.0
17174,2016-01-06,Newcastle,15.5,24.0,216.3,,,,,SE,,37.0
7927,2014-09-15,Cobar,10.4,27.8,0.0,6.6,,N,72.0,E,NW,26.0
3253,2009-09-02,BadgerysCreek,3.8,20.9,0.0,,,SE,31.0,W,SE,7.0
921,2011-07-19,Albury,0.4,14.5,1.8,,,WSW,13.0,NW,,4.0
16462,2014-01-06,Newcastle,18.4,30.2,0.0,,,,,SW,SE,9.0
16318,2013-08-15,Newcastle,10.1,17.8,0.0,,,,,SW,SE,11.0
14271,2016-03-13,Moree,19.9,36.0,0.0,25.8,11.6,ENE,48.0,E,ENE,20.0
8188,2015-06-03,Cobar,0.8,11.9,0.0,1.4,,SSW,20.0,SSE,SW,9.0
7029,2012-01-30,Cobar,19.9,32.9,26.0,0.6,,NNE,44.0,NW,NW,17.0
