id,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,y
20007,26.0,84.0,57.0,1021.2,1021.0,,,16.6,19.4,Yes,0.2,No
18121,33.0,78.0,67.0,1019.6,1018.2,,,18.7,21.4,No,0.0,No
7755,6.0,93.0,58.0,1017.2,1014.0,8.0,7.0,18.2,24.9,Yes,0.0,No
24780,6.0,63.0,42.0,,,,,12.4,16.7,No,0.2,No
15151,7.0,79.0,25.0,,,2.0,1.0,25.7,38.0,No,0.0,No
22840,28.0,65.0,79.0,1027.0,1024.0,8.0,7.0,20.4,19.8,No,1.6,Yes
12943,9.0,58.0,34.0,1016.5,1012.6,1.0,4.0,22.4,29.0,No,0.0,No
9538,30.0,45.0,30.0,1014.7,1011.2,1.0,4.0,23.0,27.4,Yes,0.0,No
12158,19.0,39.0,12.0,1019.5,1015.1,0.0,1.0,19.0,25.7,No,0.0,No
8743,15.0,,,1013.8,1012.1,1.0,,23.5,31.1,No,0.0,No
23608,13.0,79.0,34.0,,,,,23.1,33.2,Yes,0.0,No
20529,31.0,99.0,85.0,1012.2,1007.5,,,23.2,26.2,No,0.0,No
18623,59.0,88.0,67.0,1011.3,1014.6,,,13.9,15.7,Yes,18.0,Yes
19389,35.0,84.0,81.0,1014.2,1008.2,,,22.0,23.1,No,5.4,Yes
24172,9.0,99.0,42.0,,,,,7.3,18.0,No,5.4,Yes
8058,13.0,53.0,29.0,1005.8,1002.0,3.0,6.0,27.0,34.3,No,1.8,Yes
14518,13.0,40.0,15.0,1017.3,1012.0,,,24.0,33.7,No,0.0,No
922,19.0,99.0,54.0,1021.5,1020.2,1.0,5.0,3.6,15.8,No,0.0,No
87,6.0,53.0,25.0,1016.2,1012.6,,,20.0,30.8,No,0.0,No
15011,11.0,93.0,52.0,,,8.0,6.0,14.6,22.5,Yes,6.0,Yes
4307,7.0,56.0,32.0,1032.9,1028.2,,,17.3,22.4,No,0.0,No
15606,6.0,87.0,66.0,,,6.0,4.0,16.4,18.6,Yes,0.4,No
15918,28.0,52.0,46.0,,,1.0,0.0,13.2,18.6,No,0.0,No
10429,6.0,63.0,53.0,1014.9,1012.2,1.0,6.0,16.8,18.9,No,0.0,No
20613,9.0,83.0,74.0,1025.3,1024.6,,,12.2,17.3,Yes,0.0,No
19891,15.0,70.0,63.0,1031.1,1027.1,,,15.8,18.0,No,0.2,No
503,9.0,78.0,49.0,1026.5,1023.0,,,10.4,16.9,No,0.0,No
24127,11.0,88.0,88.0,,,,,13.0,14.1,No,3.2,Yes
16374,46.0,34.0,15.0,,,0.0,0.0,23.5,33.8,No,0.0,No
3703,7.0,74.0,27.0,1013.8,1009.3,,,24.4,36.7,No,0.0,No
5089,13.0,62.0,45.0,1020.5,1016.9,,,20.2,24.4,No,0.0,No
12210,20.0,48.0,30.0,1013.4,1009.0,3.0,6.0,28.6,35.1,No,0.0,No
12023,17.0,64.0,37.0,1021.9,1019.6,3.0,2.0,17.5,23.5,No,0.0,No
12220,19.0,33.0,9.0,1012.4,1008.1,0.0,3.0,30.0,40.0,No,0.0,No
24448,4.0,92.0,40.0,,,,,4.8,16.9,No,0.0,No
124,19.0,72.0,37.0,1020.4,1016.5,,,12.9,21.2,No,0.0,No
13084,24.0,70.0,45.0,1021.2,1018.4,1.0,4.0,11.0,16.8,No,0.0,No
9123,31.0,48.0,45.0,1015.5,1015.8,2.0,5.0,14.5,17.5,No,0.0,No
12319,20.0,52.0,24.0,1021.4,1017.7,0.0,4.0,22.0,29.7,No,0.0,No
17542,,74.0,,,,6.0,,24.0,,No,10.6,Yes
20213,17.0,61.0,69.0,1017.2,1014.8,,,19.2,22.9,No,0.0,No
8599,9.0,93.0,68.0,1018.9,1015.7,1.0,,15.4,21.7,Yes,0.2,No
19181,31.0,89.0,92.0,1014.6,1010.1,,,14.6,16.2,No,7.2,Yes
5554,22.0,67.0,33.0,1017.9,1013.8,,,13.3,21.9,No,0.0,No
1613,15.0,78.0,58.0,1010.9,1011.5,8.0,8.0,10.4,14.0,Yes,0.6,No
1166,13.0,85.0,46.0,1022.4,1020.5,,,10.2,19.8,No,0.0,No
12273,,70.0,44.0,1008.9,1008.0,7.0,4.0,24.0,30.4,Yes,0.0,No
2458,15.0,39.0,17.0,1014.0,1011.2,,,24.0,33.4,No,0.0,No
14821,37.0,66.0,62.0,,,7.0,5.0,22.4,23.4,No,0.0,No
9840,28.0,62.0,56.0,1025.5,1024.0,0.0,0.0,17.5,19.7,No,0.0,No
15615,15.0,94.0,73.0,,,8.0,7.0,12.0,16.4,Yes,36.4,Yes
5236,9.0,100.0,65.0,1029.7,1024.8,,,7.0,16.8,No,0.8,No
9120,13.0,65.0,46.0,1009.6,1007.2,2.0,2.0,14.4,17.1,No,0.0,No
8944,9.0,69.0,57.0,1021.2,1020.1,6.0,7.0,20.9,21.7,Yes,0.0,No
7003,15.0,26.0,15.0,1014.0,1011.1,7.0,7.0,29.9,35.8,No,0.0,No
5589,19.0,78.0,49.0,1012.4,1007.1,,,9.5,15.8,No,0.0,No
23946,15.0,74.0,39.0,,,,,21.1,30.2,No,0.0,No
1204,22.0,94.0,89.0,1021.7,1019.5,7.0,8.0,14.2,15.8,No,1.6,Yes
8023,13.0,19.0,10.0,1016.3,1012.5,0.0,0.0,23.4,30.7,No,0.0,No
14523,15.0,56.0,13.0,1015.0,1011.6,,,23.4,33.1,No,0.0,No
11492,15.0,88.0,72.0,1024.4,1020.7,,2.0,15.8,20.0,No,46.8,Yes
22118,19.0,66.0,54.0,1021.9,1019.5,6.0,7.0,18.8,20.3,No,6.0,Yes
4580,9.0,72.0,34.0,1028.9,1026.0,,,13.8,23.0,No,0.0,No
15374,0.0,94.0,85.0,,,5.0,7.0,15.8,19.0,Yes,5.6,Yes
22245,13.0,50.0,65.0,1018.7,1016.9,1.0,7.0,16.8,16.7,Yes,0.0,No
11340,13.0,69.0,87.0,1012.9,1012.5,7.0,8.0,21.3,21.0,No,4.8,Yes
3082,11.0,91.0,66.0,1018.9,1016.0,,,19.6,25.2,No,0.0,No
12165,35.0,29.0,11.0,1008.3,1004.5,1.0,0.0,21.2,27.9,No,0.0,No
24915,19.0,79.0,32.0,,,,,17.6,26.2,No,0.0,No
3271,19.0,56.0,42.0,1015.2,1010.7,,,19.1,25.9,No,1.0,No
24488,6.0,99.0,99.0,,,,,9.7,12.3,No,11.2,Yes
17002,19.0,73.0,51.0,,,1.0,0.0,11.2,15.4,Yes,0.0,No
18280,7.0,63.0,73.0,1021.9,1020.0,,,15.5,17.1,No,0.0,No
1123,11.0,69.0,42.0,1011.7,1009.2,,8.0,16.6,25.1,No,3.2,Yes
10165,9.0,78.0,44.0,1029.0,1027.4,,0.0,11.7,16.4,No,0.0,No
24575,22.0,97.0,23.0,,,,,19.6,36.3,No,0.0,No
129,11.0,59.0,42.0,1021.5,1017.7,8.0,7.0,16.4,24.3,No,8.4,Yes
8753,11.0,,,1004.6,1002.1,5.0,7.0,27.9,36.0,Yes,0.6,No
11884,11.0,44.0,22.0,1015.1,1010.6,1.0,6.0,24.2,32.9,No,0.0,No
14122,22.0,45.0,13.0,1020.5,1016.2,1.0,4.0,20.2,27.3,No,0.0,No
5948,9.0,46.0,28.0,1008.3,1004.0,1.0,5.0,23.4,33.3,No,0.0,No
16315,19.0,70.0,27.0,,,2.0,6.0,15.2,26.0,No,0.0,No
17057,,82.0,,,,0.0,,15.2,,No,0.0,No
2503,9.0,70.0,26.0,1005.2,1000.8,,,16.0,27.1,No,7.0,Yes
21045,24.0,74.0,56.0,1012.9,1012.0,7.0,7.0,20.9,24.0,No,0.0,No
13780,11.0,59.0,32.0,1024.4,1019.5,6.0,7.0,12.5,20.8,No,0.0,No
2596,15.0,88.0,44.0,1017.8,1014.4,5.0,8.0,9.7,16.1,No,0.0,No
2934,11.0,89.0,72.0,1010.4,1011.7,4.0,1.0,11.1,16.6,Yes,0.2,No
22523,26.0,71.0,60.0,1018.8,1017.8,6.0,4.0,16.2,18.4,Yes,0.2,No
2499,11.0,48.0,33.0,1015.7,1012.3,,1.0,23.3,32.0,No,19.4,Yes
2425,24.0,95.0,33.0,1012.8,1009.9,7.0,,19.0,26.4,Yes,0.0,No
17951,43.0,,49.0,,999.7,,,,26.7,,1.6,Yes
17292,,66.0,,,,1.0,,15.2,,No,0.0,No
8941,46.0,50.0,57.0,1013.9,1010.4,0.0,1.0,25.1,27.6,No,0.0,No
19418,22.0,64.0,61.0,1019.7,1019.1,,,22.8,24.5,No,0.4,No
389,15.0,61.0,74.0,1016.3,1013.9,1.0,,22.1,22.7,No,0.0,No
23718,13.0,62.0,47.0,,,,,19.7,22.9,No,0.0,No
23254,13.0,63.0,81.0,1023.2,1019.8,8.0,8.0,18.6,18.1,No,0.4,No
16525,9.0,69.0,57.0,,,1.0,3.0,23.5,27.6,No,0.0,No
8439,9.0,25.0,12.0,1011.5,1008.4,7.0,7.0,30.3,37.3,No,0.2,No
1217,6.0,84.0,52.0,1027.0,1024.1,,,7.5,17.2,No,0.0,No
19576,22.0,52.0,30.0,1015.3,1009.0,,,18.1,22.9,No,0.0,No
14767,4.0,64.0,60.0,,,8.0,8.0,19.6,22.2,No,0.0,No
9611,22.0,94.0,80.0,1014.1,1013.2,8.0,8.0,17.9,20.2,Yes,4.4,Yes
11979,15.0,58.0,36.0,1022.9,1019.0,6.0,6.0,21.2,26.6,No,0.0,No
13605,13.0,34.0,15.0,1012.1,1008.7,5.0,1.0,25.1,34.3,No,0.0,No
5820,20.0,91.0,63.0,1024.4,1022.6,,,21.6,26.3,Yes,6.2,Yes
4109,6.0,92.0,63.0,1013.0,1008.7,,,21.6,28.3,No,39.2,Yes
2053,13.0,62.0,25.0,1015.5,1013.0,2.0,2.0,15.7,24.7,No,0.0,No
954,11.0,79.0,46.0,1037.3,1034.6,,,8.9,17.4,No,0.0,No
12351,17.0,47.0,23.0,1025.6,1020.9,1.0,4.0,21.8,28.4,No,0.0,No
10401,9.0,69.0,71.0,1015.9,1013.3,2.0,7.0,20.9,21.9,Yes,0.8,No
6482,11.0,67.0,39.0,1022.6,1019.7,0.0,0.0,6.6,11.8,No,0.0,No
7618,20.0,33.0,13.0,1016.3,1013.3,3.0,0.0,16.3,22.9,No,0.0,No
21859,11.0,48.0,48.0,1024.6,1023.0,1.0,3.0,17.6,17.8,No,0.6,No
19179,11.0,82.0,75.0,1021.7,1018.7,,,16.2,18.8,No,1.0,No
9869,15.0,64.0,57.0,1023.3,1020.5,1.0,2.0,19.3,20.7,No,6.6,Yes
5268,19.0,100.0,33.0,,,,,7.9,21.0,No,0.0,No
7084,13.0,62.0,29.0,1020.5,1018.2,1.0,0.0,15.4,22.5,No,0.0,No
12156,13.0,64.0,20.0,1016.4,1013.6,1.0,3.0,14.7,24.3,No,0.0,No
5911,19.0,49.0,35.0,1018.1,1018.6,,,13.0,16.2,No,0.6,No
2829,20.0,47.0,28.0,1013.3,1012.7,,,19.5,26.8,Yes,0.0,No
1273,22.0,95.0,97.0,1020.8,1015.6,7.0,8.0,9.1,11.2,Yes,27.2,Yes
7465,7.0,97.0,82.0,1021.4,1019.6,7.0,7.0,13.5,18.1,Yes,0.8,No
19507,11.0,74.0,54.0,1023.3,1019.0,,,18.2,22.7,No,0.0,No
1699,26.0,75.0,65.0,1015.0,1011.4,8.0,8.0,14.3,17.1,Yes,0.4,No
9001,7.0,67.0,77.0,1010.3,1008.6,3.0,7.0,23.4,21.2,No,1.4,Yes
24683,2.0,100.0,70.0,,,,,21.2,29.7,Yes,18.8,Yes
22047,28.0,69.0,67.0,1013.8,1011.7,7.0,3.0,22.5,23.9,No,0.0,No
16833,28.0,95.0,68.0,,,8.0,2.0,18.8,25.0,Yes,1.0,No
11399,20.0,82.0,71.0,1021.4,1019.7,8.0,8.0,22.6,27.4,No,1.0,No
14339,24.0,87.0,51.0,1011.4,1010.4,8.0,1.0,13.3,16.8,Yes,0.0,No
7242,20.0,62.0,25.0,1018.9,1017.2,7.0,7.0,10.7,16.4,No,0.0,No
7581,9.0,32.0,17.0,1024.0,1018.7,0.0,0.0,15.9,22.2,No,0.0,No
7293,20.0,30.0,8.0,1014.4,1013.9,0.0,1.0,22.5,31.7,No,0.0,No
15259,,,,,,,,,,No,0.0,No
11135,26.0,65.0,62.0,1028.2,1027.7,,1.0,18.2,20.4,No,14.4,Yes
13148,26.0,82.0,33.0,1024.0,1020.4,1.0,1.0,7.6,16.1,No,0.0,No
8417,26.0,26.0,22.0,1012.5,1007.7,6.0,7.0,31.0,37.2,No,8.0,Yes
12264,6.0,52.0,17.0,1013.2,1010.1,0.0,0.0,19.8,30.2,No,0.0,No
17171,,73.0,,,,8.0,,23.4,,No,52.0,Yes
24352,22.0,97.0,19.0,,,,,18.3,30.6,No,0.2,No
20658,20.0,85.0,80.0,1013.6,1012.3,3.0,5.0,24.3,25.5,Yes,0.2,No
12466,17.0,93.0,93.0,1017.5,1013.6,8.0,8.0,14.6,16.2,Yes,10.8,Yes
11907,15.0,58.0,36.0,1016.2,1013.0,1.0,3.0,25.9,31.5,No,0.0,No
16192,4.0,71.0,55.0,,,1.0,2.0,18.5,23.8,No,0.0,No
12724,28.0,91.0,69.0,1013.3,1011.5,7.0,6.0,9.3,13.7,Yes,0.0,No
8157,17.0,55.0,31.0,1017.8,1015.1,1.0,0.0,17.7,24.1,No,0.0,No
2615,7.0,91.0,64.0,1027.1,1022.9,,,9.4,16.6,No,0.0,No
20240,7.0,96.0,71.0,1038.4,1035.7,,,11.7,16.9,Yes,0.0,No
22880,17.0,73.0,63.0,1026.2,1023.8,7.0,7.0,18.0,18.9,No,0.4,No
16098,19.0,38.0,48.0,,,1.0,5.0,19.0,19.5,No,0.0,No
5819,15.0,93.0,68.0,1022.4,1021.8,,,20.2,23.0,Yes,2.0,Yes
8227,31.0,77.0,59.0,1013.1,1010.9,3.0,6.0,6.4,9.2,Yes,4.8,Yes
9277,33.0,57.0,67.0,1014.1,1015.7,1.0,6.0,27.0,24.2,No,7.2,Yes
13047,13.0,78.0,46.0,1017.6,1013.5,5.0,6.0,18.9,25.3,No,0.0,No
14616,33.0,54.0,39.0,1018.1,1015.1,1.0,8.0,23.5,28.2,No,0.0,No
16661,28.0,54.0,21.0,,,0.0,0.0,14.4,23.8,No,0.0,No
12856,20.0,68.0,60.0,1020.0,1016.6,7.0,8.0,14.6,17.3,No,5.0,Yes
3919,9.0,100.0,41.0,1026.6,1022.4,,,15.6,23.6,No,0.6,No
16697,4.0,72.0,67.0,,,7.0,5.0,13.5,15.2,Yes,8.8,Yes
14381,15.0,84.0,62.0,1020.9,1019.0,5.0,8.0,11.9,17.0,No,0.2,No
7570,26.0,10.0,4.0,1010.8,1006.7,0.0,7.0,25.7,30.7,No,0.0,No
4664,26.0,60.0,77.0,1008.1,1009.5,,,19.9,17.5,No,0.0,No
18481,13.0,55.0,51.0,1010.4,1007.1,,,13.7,14.7,No,0.0,No
1651,22.0,63.0,47.0,1004.4,1005.2,,,16.9,21.5,No,0.2,No
16555,9.0,77.0,59.0,,,7.0,5.0,18.0,21.8,Yes,0.0,No
9820,17.0,64.0,49.0,1024.1,1024.2,7.0,7.0,13.8,15.2,Yes,0.0,No
24027,28.0,95.0,51.0,,,,,23.0,29.6,No,0.0,No
23213,19.0,91.0,88.0,1014.0,1013.2,8.0,8.0,20.8,21.3,Yes,0.2,No
9067,44.0,90.0,78.0,1014.4,1011.0,8.0,7.0,17.6,19.8,Yes,19.6,Yes
23507,22.0,84.0,89.0,1012.1,1009.1,8.0,7.0,23.5,23.3,No,2.0,Yes
3565,37.0,81.0,42.0,1009.4,1003.6,,,10.6,15.5,Yes,0.0,No
17428,,66.0,,,,2.0,,19.2,,No,4.0,Yes
19669,37.0,32.0,44.0,1017.6,1017.3,,,17.3,19.9,Yes,0.2,No
4004,11.0,59.0,48.0,1021.3,1020.2,,,15.4,20.0,Yes,0.2,No
1041,19.0,54.0,36.0,1018.1,1014.3,,,17.0,22.6,No,2.6,Yes
14624,13.0,48.0,30.0,1014.4,1011.0,3.0,,20.8,28.2,No,0.0,No
7381,11.0,37.0,21.0,1018.3,1016.2,1.0,2.0,15.7,25.7,No,0.0,No
20427,20.0,79.0,64.0,1007.3,1005.6,,,25.3,26.1,Yes,0.0,No
13276,28.0,37.0,15.0,999.7,996.4,5.0,2.0,29.0,38.8,No,0.0,No
2577,9.0,61.0,34.0,1027.0,1023.6,,3.0,16.2,26.8,No,0.0,No
9355,24.0,82.0,72.0,1012.9,1012.1,7.0,7.0,23.2,26.2,Yes,0.2,No
4078,20.0,84.0,64.0,1021.3,1019.7,,,20.5,23.2,Yes,0.2,No
3115,26.0,92.0,30.0,1011.6,1007.0,,,18.1,28.1,No,0.0,No
18251,9.0,48.0,34.0,1013.4,1011.1,,,15.5,19.0,,0.0,No
19696,28.0,69.0,66.0,1019.3,1015.5,,,22.9,24.7,No,0.0,No
15384,,,,,,2.0,,14.3,,No,0.0,No
2581,15.0,68.0,39.0,1021.7,1017.9,,,17.1,25.1,No,3.8,Yes
6812,9.0,79.0,42.0,1029.0,1027.4,0.0,1.0,9.8,16.6,No,0.0,No
1683,13.0,68.0,36.0,1023.8,1020.6,,,11.9,20.3,No,0.0,No
11487,13.0,50.0,39.0,1017.8,1016.6,,,15.2,19.0,No,0.0,No
20202,9.0,67.0,53.0,1019.5,1017.3,,,18.4,22.2,No,0.0,No
9431,11.0,77.0,74.0,1019.5,1015.7,7.0,7.0,18.6,18.8,No,10.0,Yes
8215,13.0,78.0,55.0,1028.3,1025.9,6.0,5.0,9.5,15.5,No,0.0,No
11080,30.0,68.0,68.0,1025.2,1021.8,,,23.9,25.9,No,0.0,No
8346,24.0,41.0,26.0,1017.2,1014.2,2.0,2.0,18.8,27.9,No,0.0,No
6849,13.0,64.0,28.0,1021.0,1018.2,7.0,4.0,12.2,22.5,No,0.8,No
3847,7.0,90.0,48.0,1026.7,1024.6,,,8.5,17.1,No,0.0,No
9812,11.0,49.0,42.0,1014.3,1010.9,0.0,1.0,14.1,16.5,No,0.0,No
273,15.0,96.0,58.0,1023.2,1021.7,8.0,1.0,9.7,12.5,Yes,0.0,No
4372,19.0,75.0,39.0,1021.1,1018.1,,,23.3,32.6,No,0.0,No
56,17.0,48.0,25.0,1017.8,1014.1,,,25.8,36.2,No,0.0,No
24475,7.0,97.0,35.0,,,,,11.0,25.6,No,0.0,No
10917,,62.0,62.0,,,,,19.5,20.9,No,0.2,No
8277,17.0,71.0,40.0,1021.1,1017.7,0.0,0.0,9.4,15.6,No,0.0,No
9816,13.0,60.0,47.0,1017.3,1012.7,0.0,0.0,10.0,17.2,No,0.0,No
14533,17.0,74.0,47.0,1012.6,1011.4,6.0,6.0,24.5,29.6,Yes,0.2,No
11975,13.0,64.0,23.0,1017.0,1013.5,1.0,2.0,20.9,30.0,No,0.0,No
24989,17.0,96.0,66.0,,,,,19.4,22.9,Yes,4.8,Yes
1515,13.0,81.0,39.0,1030.5,1025.1,,,12.6,23.1,No,0.0,No
21204,19.0,54.0,54.0,1030.7,1028.8,1.0,2.0,16.0,16.5,No,0.0,No
4226,15.0,83.0,45.0,1019.8,1017.4,,,13.5,19.3,Yes,0.2,No
16309,19.0,50.0,33.0,,,0.0,6.0,15.5,21.9,No,0.0,No
10408,15.0,64.0,55.0,1019.1,1016.1,1.0,2.0,20.6,22.7,No,0.0,No
9068,41.0,82.0,69.0,1017.3,1016.8,8.0,8.0,18.8,20.3,Yes,3.6,Yes
9331,15.0,71.0,59.0,1020.2,1018.5,2.0,1.0,24.4,26.6,Yes,0.0,No
14801,15.0,72.0,44.0,,,0.0,0.0,25.6,33.2,No,0.0,No
640,13.0,88.0,54.0,1020.2,1019.2,,8.0,8.4,15.8,Yes,0.0,No
11033,28.0,80.0,70.0,1011.3,1009.2,,,24.4,27.2,Yes,0.0,No
6127,11.0,74.0,50.0,1025.1,1023.2,3.0,3.0,9.5,16.3,No,0.0,No
14970,0.0,94.0,38.0,,,0.0,0.0,8.0,17.8,No,0.0,No
1666,15.0,83.0,45.0,1019.9,1015.2,,,11.9,23.2,No,0.0,No
20312,24.0,100.0,100.0,1012.1,1006.5,,,14.7,14.3,Yes,13.8,Yes
12238,30.0,60.0,28.0,1011.1,1006.4,6.0,7.0,25.3,33.6,No,0.0,No
9116,31.0,77.0,74.0,1023.4,1021.0,6.0,5.0,14.1,16.4,Yes,9.0,Yes
12344,26.0,48.0,34.0,1012.9,1008.8,4.0,4.0,23.8,29.3,No,0.0,No
13201,11.0,46.0,10.0,1016.5,1011.9,0.0,0.0,18.2,26.1,No,0.0,No
7906,,,,,,0.0,1.0,11.4,17.8,No,0.4,No
15082,4.0,69.0,55.0,,,2.0,1.0,21.0,26.0,No,0.0,No
12406,22.0,78.0,40.0,1023.7,1020.7,4.0,4.0,6.8,13.9,No,0.0,No
15857,,81.0,,,,2.0,,22.5,,No,3.4,Yes
464,9.0,73.0,36.0,1025.4,1022.2,,,18.9,29.7,No,0.0,No
5040,13.0,66.0,41.0,1012.2,1009.3,,,21.1,28.9,No,0.0,No
6796,15.0,88.0,36.0,1023.4,1021.5,2.0,2.0,5.2,11.1,No,0.0,No
23489,15.0,53.0,55.0,1020.1,1017.5,,,22.2,22.4,No,0.0,No
16329,0.0,67.0,54.0,,,0.0,6.0,14.6,20.5,No,0.0,No
596,6.0,80.0,67.0,1027.8,1022.3,,8.0,5.8,12.2,No,6.2,Yes
6365,24.0,86.0,88.0,1009.8,1007.2,8.0,8.0,18.9,20.8,Yes,12.8,Yes
6473,9.0,78.0,65.0,1028.2,1027.0,7.0,7.0,13.1,16.0,No,0.0,No
19378,19.0,65.0,58.0,1021.7,1020.2,,,23.1,25.2,No,0.0,No
20023,24.0,96.0,84.0,1019.9,1019.6,,,16.0,18.3,Yes,1.6,Yes
22067,19.0,58.0,60.0,1022.2,1020.9,6.0,7.0,21.1,21.3,No,0.0,No
17174,,98.0,,,,8.0,,18.8,,Yes,25.4,Yes
7927,17.0,33.0,10.0,,,5.0,7.0,19.4,26.6,No,0.0,No
3253,20.0,57.0,53.0,1025.0,1021.3,,,13.5,19.0,No,0.0,No
921,0.0,99.0,66.0,1020.4,1017.8,,,3.4,14.0,Yes,0.2,No
16462,28.0,34.0,30.0,,,1.0,0.0,27.1,27.6,No,0.0,No
16318,15.0,37.0,36.0,,,0.0,0.0,14.0,16.7,No,0.0,No
14271,7.0,50.0,23.0,1018.6,1014.1,1.0,5.0,24.9,33.4,No,0.0,No
